blockchain,block_number,block_size,gas_used,tx_count,timestamp,tx_por_kb,dia_semana
bitcoin,903012,1466449.0,,2602,2025-06-28 02:59:06,1.8169387411359004,Saturday
bitcoin,903011,1649707.0,,3662,2025-06-28 02:38:57,2.2730630348298213,Saturday
bitcoin,903010,1842703.0,,2851,2025-06-28 02:23:21,1.584316083492565,Saturday
bitcoin,903009,1583444.0,,3526,2025-06-28 02:18:25,2.280234728856846,Saturday
bitcoin,903008,1864459.0,,1685,2025-06-28 01:44:25,0.925437352068348,Saturday
bitcoin,903007,1898936.0,,3866,2025-06-28 01:42:42,2.084737979584357,Saturday
bitcoin,903006,1666590.0,,3233,2025-06-28 01:40:13,1.986446576542521,Saturday
bitcoin,903005,1965938.0,,1881,2025-06-28 01:25:58,0.9797582629767572,Saturday
bitcoin,903004,1904131.0,,3498,2025-06-28 01:23:56,1.8811478832076154,Saturday
bitcoin,903003,1684898.0,,2661,2025-06-28 01:19:31,1.6172278677997125,Saturday
bitcoin,903002,1558442.0,,3297,2025-06-28 01:07:55,2.1663481862013474,Saturday
bitcoin,903001,1937938.0,,2823,2025-06-28 00:37:57,1.4916638199983694,Saturday
bitcoin,903000,1661986.0,,4143,2025-06-28 00:35:55,2.5526280004765383,Saturday
bitcoin,902999,1632333.0,,3193,2025-06-28 00:29:36,2.0030422713992793,Saturday
bitcoin,902998,1767019.0,,3939,2025-06-28 00:11:23,2.2826783413194764,Saturday
bitcoin,902997,1691490.0,,2942,2025-06-28 00:07:03,1.7810380197340807,Saturday
bitcoin,902996,1684974.0,,2841,2025-06-28 00:04:53,1.7265453354176385,Saturday
bitcoin,902995,1747482.0,,3466,2025-06-27 23:40:33,2.0310275012847057,Friday
bitcoin,902994,1800874.0,,3897,2025-06-27 23:21:37,2.215884065181684,Friday
bitcoin,902993,1610569.0,,3535,2025-06-27 23:16:28,2.2475535043826125,Friday
bitcoin,902992,1569125.0,,2673,2025-06-27 22:51:08,1.7443811041185373,Friday
bitcoin,902991,1828603.0,,4374,2025-06-27 22:35:50,2.44939770961767,Friday
bitcoin,902990,1797114.0,,5012,2025-06-27 22:32:41,2.8558499905960333,Friday
bitcoin,902989,1664347.0,,3338,2025-06-27 22:31:09,2.053725575255641,Friday
bitcoin,902988,1488120.0,,2414,2025-06-27 22:21:06,1.661113351073838,Friday
bitcoin,902987,1736288.0,,2926,2025-06-27 22:08:57,1.725649201054203,Friday
bitcoin,902986,1655925.0,,3517,2025-06-27 21:59:15,2.1748617841991638,Friday
bitcoin,902985,1687341.0,,3379,2025-06-27 21:36:01,2.0506204732771858,Friday
